objectid,username,date,status,side,notes,lat,lng,specclass,dateUTC,created_user,created_date,last_edited_user,last_edited_date,obs_type,groupname,Total Birds,Alive,Dead,location,species,tag,collision_time,status_dead,status_alive,collected,body_inaccessible,alpha_code,GlobalID,Unknown,status_unknown,sighted,rehab_centre,case_number,observations,third_party,third_party_involvement,x,y
1138375,yuko5613,"1 Apr 2023, 09:00",Dead,East,Not good condition to tag ,43.645231,-79.386754,,"4/1/23, 9:33 AM",yuko5613,"4/1/23, 12:16 PM",yuko5613,"4/1/23, 12:16 PM",,FLAP Canada,1,0,1,,Brown Creeper,,09:00-9:59,Decayed,,Yes,,Brcr,fa7db4f1-e169-4bfb-8b85-025f75236613,,,,,,,,,-79.387,43.645
1138376,yuko5613,"1 Apr 2023, 09:00",Alive,South,TWC2023-0532,43.646060,-79.379716,,"4/1/23, 9:52 AM",yuko5613,"4/1/23, 12:20 PM",yuko5613,"4/7/23, 11:26 AM",,FLAP Canada,1,1,0,,American Woodcock,,09:00-9:59,,Rehab Centre,,,amwo,df961dd7-3f42-43ee-8441-547399b4861a,,,,,,,,,-79.38,43.646
1138377,username not found,"1 Apr 2023, 16:00",Dead,South,"Feather pile, piece of torso & wing, and blood below collision mark on window",43.672029,-79.323354,,"4/1/23, 4:15 PM",,"4/1/23, 5:17 PM",broughk,"12/1/23, 3:10 PM",,,1,0,1,,Unknown,,16:00-16:59,Scavenged,,No,,,7607373c-2cf0-41ea-89d8-c7e81faced2d,,,,,,,,,-79.323,43.672
1138378,username not found,"2 Apr 2023, 13:00",Dead,Southeast,"Body slightly decayed, probably strike from yesterday ",43.728665,-79.329113,,"4/2/23, 1:29 PM",,"4/2/23, 1:31 PM",,"4/2/23, 1:31 PM",,,1,0,1,,Golden-crowned Kinglet,,13:00-13:59,Intact,,Yes,,,f0ea6125-4d2e-40fd-8a1c-43c081836351,,,,,,,,,-79.329,43.729
1138379,username not found,"2 Apr 2023, 15:00",Alive,Unknown,"Called animal control, who said she’s okay and was dazed. Took her with them and will release. ",41.593121,-93.613033,,"4/2/23, 4:20 PM",,"4/2/23, 4:52 PM",,"4/2/23, 4:52 PM",,,1,1,0,,Downy Woodpecker,,15:00-15:59,,Released,,,,77547674-3fa8-4006-8857-143e966d1269,,,,,,,,,-93.613,41.593
1138380,dkguevara,"3 Apr 2023, 08:00",Dead,South,Semi cloudy day. Male bird ,43.728417,-79.329619,,"4/3/23, 8:08 AM",,"4/3/23, 10:08 AM",flap@flap.org,"1/24/24, 11:31 AM",,FLAP Canada,1,0,1,,Golden-crowned Kinglet,232022,08:00-8:59,Intact,,Yes,,,e06dc17e-6b50-46db-8a50-c73092f8ea62,,,,,,,,,-79.33,43.728
1138381,broughk,"3 Apr 2023, 07:00",No Birds Found,Unknown,No birds found at this building. ,43.772966,-79.257628,,"4/3/23, 7:16 AM",broughk,"4/3/23, 10:33 AM",broughk,"4/3/23, 10:33 AM",,FLAP Canada,0,0,0,,,,07:00-7:59,,,,,,794c51fa-4d2e-4ed9-a7b9-fea5faae4f05,,,,,,,,,-79.258,43.773
1138382,broughk,"3 Apr 2023, 07:00",No Birds Found,Unknown,No birds found at this building. ,43.773886,-79.254189,,"4/3/23, 7:23 AM",broughk,"4/3/23, 10:33 AM",broughk,"4/3/23, 10:35 AM",,FLAP Canada,0,0,0,,,,07:00-7:59,,,,,,b51140cb-41d7-400f-ab81-19343a433ab5,,,,,,,,,-79.254,43.774
1138383,broughk,"3 Apr 2023, 07:00",No Birds Found,Unknown,"No birds found at 100,200,300 Consilium. ",43.777008,-79.252335,,"4/3/23, 7:33 AM",broughk,"4/3/23, 10:34 AM",broughk,"4/3/23, 10:35 AM",,FLAP Canada,0,0,0,,,,07:00-7:59,,,,,,daa49929-c246-4dca-9fbf-a8b71db8c485,,,,,,,,,-79.252,43.777
1138384,CSLK88,"3 Apr 2023, 08:00",Dead,South,Found by St Joseph College student in the morning and collected in the afternoon.,43.664534,-79.386783,,"4/3/23, 8:10 AM",CSLK88,"4/3/23, 3:32 PM",CSLK88,"6/27/23, 3:57 PM",,FLAP Canada,1,0,1,,Yellow-bellied Sapsucker,231541,08:00-8:59,Intact,,Yes,,,f7bfae85-7f98-4c3c-88a7-605cbbdcfa6c,,,,,,,,YES,-79.387,43.665
1138385,yuko5613,"4 Apr 2023, 18:00",Alive,North,TWC2023-0546,43.647522,-79.378308,,"4/4/23, 6:00 PM",yuko5613,"4/4/23, 7:59 PM",yuko5613,"4/7/23, 11:26 AM",,FLAP Canada,1,1,0,,Brown Creeper,,18:00-18:59,,Rehab Centre,,,brcr,9d3ed57b-c374-4ec8-97dd-3078242ad538,,,,,,,,,-79.378,43.648
1138386,yuko5613,"4 Apr 2023, 19:00",Dead,South,Reported on 31st floor,43.651184,-79.375418,,"4/4/23, 7:00 PM",yuko5613,"4/4/23, 8:01 PM",yuko5613,"4/11/23, 8:30 PM",,FLAP Canada,1,0,1,,Brown Creeper,231782,19:00-19:59,Intact,,Yes,,brcr,f7491bd1-e673-48b0-ad9c-4c1e1934b015,0,,,,,,,,-79.375,43.651
1138387,username not found,"5 avr. 2023, 07:00",Alive,Southwest,"Bird collected freshly after hitting the window, unconscious. Support treatment (warmth, glucose 10% 0.02ml IM, 0.05ml on tingue tip). Recovered enough to be released after 6 hours . Windy day (South wind) on site (gust 39km/h),  8°C (4°C windchill). ",33.047540,-3.987700,,"4/5/23, 3:20 AM",,"4/5/23, 10:27 AM",,"4/5/23, 10:27 AM",,,1,1,0,,Barn Swallow,,07:00-7:59,,Released,,,BARS,fda05bd0-ee5f-4c52-88c2-0ef641da138e,,,,,,,,,-3.988,33.048
1138388,username not found,"5 Apr 2023, 10:00",Alive,North,It flew into our window,43.715215,-79.425046,,"4/5/23, 10:30 AM",,"4/5/23, 10:50 AM",,"4/5/23, 10:50 AM",,,1,1,0,,Brown Creeper,,10:00-10:59,,Escaped,,,,ab6f576d-041f-4c20-8acf-d0f904dc1108,,,,,,,,,-79.425,43.715
1138389,flap_programs@yahoo.com,"5 Apr 2023, 09:00",Alive,West,TWC #2023-0547. Found by Joe and called in to FC. Taken to TWC by Audrey.,43.647136,-79.370359,,"4/5/23, 9:00 AM",,"4/5/23, 11:00 AM",flap@flap.org,"1/24/24, 11:16 AM",,FLAP Canada,1,1,0,,American Woodcock,,09:00-9:59,,Rehab Centre,,,AMWO,ed81c461-11b4-43be-8539-0d92abd0191e,,,,,,,,,-79.37,43.647
1138398,CristianTamas,"5 Apr 2023, 14:00",Dead,South,"Large glass panels at ground level of the building, there were other collisions at this spot, same species as this snd others too",43.656996,-79.355139,,"4/5/23, 2:35 PM",CristianTamas,"4/5/23, 2:38 PM",CristianTamas,"4/5/23, 2:38 PM",,,1,0,1,,Brown Creeper,,14:00-14:59,Intact,,,,,af4bac04-76f8-4190-8399-3239f3d0353d,,,,,,,,,-79.355,43.657
1138401,username not found,"5 Apr 2023, 08:00",Alive,South,,43.671623,-79.293114,,"4/5/23, 8:45 AM",,"4/5/23, 4:19 PM",,"4/5/23, 4:19 PM",,,1,1,0,,Golden-crowned Kinglet,,08:00-8:59,,Released,,,GCKI,29972c11-b2d3-4a29-8593-aa5ddb2a9db8,,,,,,,,,-79.293,43.672
1138411,username not found,"5 Apr 2023, 17:00",Dead,West,,43.646533,-79.388614,,"4/5/23, 5:17 PM",,"4/5/23, 5:25 PM",broughk,"12/1/23, 3:10 PM",,,1,0,1,,Brown Creeper,,17:00-17:59,,,,,,a7ed9d15-2b3a-4ea3-8e70-2569b01c5f16,,,,,,,,,-79.389,43.647
1138421,cac_bmsc,"10 Jan 2023, 17:00",Dead,East,,48.834724,-125.135493,,"1/10/23, 8:00 PM",cac_bmsc,"4/5/23, 7:47 PM",cac_bmsc,"4/5/23, 7:47 PM",,,1,0,1,,Fox Sparrow,#226,17:00-17:59,Intact,,Yes,,FOSP,71c64515-783a-46b0-8293-e356e5f5347e,,,,,,,,,-125.135,48.835
1138422,cac_bmsc,"22 Jan 2023, 15:00",Alive,South,Hit multiple windows but flew upwards to escape alcove area,48.835148,-125.134669,,"1/22/23, 6:45 PM",cac_bmsc,"4/5/23, 7:53 PM",cac_bmsc,"4/5/23, 7:53 PM",,,1,1,0,,Dark-eyed Junco,,15:00-15:59,,Escaped,,,DEJU,723b2685-9390-4dc2-8eaa-cf1eeeb31227,,,,,,,,,-125.135,48.835
1138423,cac_bmsc,"29 Jan 2023, 09:00",Dead,East,"Found deceased, not sure about time of impact",48.835472,-125.135300,,"1/29/23, 12:00 PM",cac_bmsc,"4/5/23, 7:55 PM",cac_bmsc,"4/5/23, 7:55 PM",,,1,0,1,,Fox Sparrow,#228,09:00-9:59,Intact,,Yes,,FOSP,a72b5454-da2e-499d-80f1-551b5fe8f2ea,,,,,,,,,-125.135,48.835
1138424,cac_bmsc,"30 Jan 2023, 11:00",Alive,West,Hit window but flew away,48.834273,-125.134900,,"1/30/23, 2:30 PM",cac_bmsc,"4/5/23, 7:57 PM",cac_bmsc,"4/5/23, 7:57 PM",,,1,1,0,,Anna's Hummingbird,,11:00-11:59,,Sighted,,,ANHU,d6251d11-5d8b-41f1-8b4c-11819292a308,,,,,,,,,-125.135,48.834
1138425,cac_bmsc,"13 Feb 2023, 08:00",Dead,South,"Not sure about time of impact, found in the morning",48.835550,-125.135235,,"2/13/23, 11:45 AM",cac_bmsc,"4/5/23, 7:59 PM",cac_bmsc,"4/5/23, 7:59 PM",,,1,0,1,,Fox Sparrow,#230,08:00-8:59,Intact,,Yes,,FOSP,63cf33bf-9641-46a3-82da-04cee58851c2,,,,,,,,,-125.135,48.836
1138426,cac_bmsc,"18 Feb 2023, 12:00",Dead,South,"Found in same spot as #230, outside library door across from Whale Lab",48.835599,-125.135214,,"2/18/23, 3:30 PM",cac_bmsc,"4/5/23, 8:02 PM",cac_bmsc,"4/5/23, 8:02 PM",,,1,0,1,,Song Sparrow,#231,12:00-12:59,Intact,,Yes,,SOSP,a899506f-77c7-495a-8948-8dac0af378e8,,,,,,,,,-125.135,48.836
1138427,cac_bmsc,"28 Feb 2023, 08:00",Dead,North,"Time of impact is unknown but put 0830 AM, only feathers remained",48.835182,-125.133272,,"2/28/23, 11:30 AM",cac_bmsc,"4/5/23, 8:04 PM",cac_bmsc,"4/5/23, 8:04 PM",,,1,0,1,,Dark-eyed Junco,,08:00-8:59,Scavenged,,No,,DEJU,2f7ca8f1-d8ea-438a-8906-401d3b3eec35,,,,,,,,,-125.133,48.835
1138428,cac_bmsc,"1 Mar 2023, 08:00",Dead,North,Found with #234,48.835197,-125.133304,,"3/1/23, 11:30 AM",cac_bmsc,"4/5/23, 8:08 PM",cac_bmsc,"4/5/23, 8:08 PM",,,1,0,1,,Varied Thrush,#233,08:00-8:59,Intact,,Yes,,VATH,101a9815-a9b0-421f-8a1b-8687d08ddb06,,,,,,,,,-125.133,48.835
1138429,cac_bmsc,"1 Mar 2023, 08:00",Dead,North,Found with #233,48.835204,-125.133347,,"3/1/23, 11:30 AM",cac_bmsc,"4/5/23, 8:14 PM",cac_bmsc,"4/5/23, 8:14 PM",,,1,0,1,,Varied Thrush,#234,08:00-8:59,Intact,,Yes,,VATH,90e5a906-0094-4590-874b-db4ec1be59ec,,,,,,,,,-125.133,48.835
1138430,cac_bmsc,"6 Mar 2023, 08:00",Alive,South,"They were very stunned when found, observed for a few minutes, it did fly away but did not look to be in great condition",48.835182,-125.133476,,"3/6/23, 11:30 AM",cac_bmsc,"4/5/23, 8:18 PM",cac_bmsc,"4/5/23, 8:18 PM",,,1,1,0,,Varied Thrush,,08:00-8:59,,Sighted,,,VATH,640f8b88-ce56-41b0-8665-1a096b28f548,,,,,,,,,-125.133,48.835
1138431,cac_bmsc,"12 Mar 2023, 16:00",Alive,Southwest,"Large flock around, saw one hit the window & observed for some time - typical signs of a strike - fluffed up, eyes closing, not moving, was not able to capture though",48.835105,-125.134651,,"3/12/23, 7:30 PM",cac_bmsc,"4/5/23, 8:21 PM",cac_bmsc,"4/5/23, 8:21 PM",,,1,1,0,,American Robin,,16:00-16:59,,Sighted,,,AMRO,058bfac9-d1a3-4d17-8979-7edadcfdad68,,,,,,,,,-125.135,48.835
1138432,cac_bmsc,"13 Mar 2023, 08:00",Dead,West,"Found at 0825, time of impact is unknown but put 0820",48.834759,-125.135616,,"3/13/23, 11:20 AM",cac_bmsc,"4/5/23, 8:24 PM",cac_bmsc,"4/5/23, 8:24 PM",,,1,0,1,,American Robin,#237,08:00-8:59,Intact,,Yes,,AMRO,c1513ce6-1167-4cd6-800a-0fc09ca8bb7b,,,,,,,,,-125.136,48.835
1138433,cac_bmsc,"19 Mar 2023, 09:00",Alive,Northwest,"Hit lightly but flew away, outside Research office",48.834936,-125.135665,,"3/19/23, 9:40 AM",cac_bmsc,"4/5/23, 8:59 PM",cac_bmsc,"4/5/23, 8:59 PM",,,1,1,0,,American Robin,,09:00-9:59,,Sighted,,,AMRO,be21192c-f61a-4f00-8d4f-374a4391b6b1,,,,,,,,,-125.136,48.835
1138434,cac_bmsc,"23 Mar 2023, 09:00",No Birds Found,Southeast,Heard them hit window but did not see any injured or deceased below windows,48.834646,-125.135642,,"3/23/23, 9:00 AM",cac_bmsc,"4/5/23, 9:05 PM",cac_bmsc,"4/5/23, 9:05 PM",,,0,0,0,,Unknown,,09:00-9:59,,,,,,05a51013-3bca-4c57-8ccb-4a8525f264c5,,,,,,,,,-125.136,48.835
1138435,cac_bmsc,"31 Mar 2023, 13:00",Alive,Unknown,"Found stunned near Cabin 8, collected by intern, placed in box covered in towel in dark & quiet place for over 2 hours - released later in afternoon ",48.834720,-125.134523,,"3/31/23, 1:00 PM",cac_bmsc,"4/5/23, 9:27 PM",cac_bmsc,"4/5/23, 9:27 PM",,,1,1,0,,American Robin,,13:00-13:59,,Released,,,AMRO,353cf151-6304-43cc-80aa-106a079435bc,,,,,,,,,-125.135,48.835
1138436,cac_bmsc,"2 Apr 2023, 08:00",Dead,,"Unknown impact time but found in morning 0856, outside glass door near fenced gate, quite fresh they were only a little wet and it has been raining",48.834983,-125.133393,,"4/2/23, 8:56 AM",cac_bmsc,"4/5/23, 10:07 PM",cac_bmsc,"4/5/23, 10:07 PM",,,1,0,1,,Song Sparrow,#241,08:00-8:59,Intact,,Yes,,SOSP,289754af-5d22-4e67-8233-2b0fd63d94f2,,,,,,,,,-125.133,48.835
1138437,cac_bmsc,"2 Apr 2023, 16:00",Dead,Southeast,"Heard them hit, saw 2 other AMRO behind them but they slowed down, it hit hard & was open mouth breathing and shortly passed away wrapped in my raincoat",48.834787,-125.135511,,"4/2/23, 4:40 PM",cac_bmsc,"4/5/23, 10:11 PM",cac_bmsc,"4/5/23, 10:11 PM",,,1,0,1,,American Robin,#242,16:00-16:59,Intact,,Yes,,AMRO,48913954-c00a-4ddb-8a1d-be654f4e8a6a,,,,,,,,,-125.136,48.835
1170092,Anneb17,"22 Oct 2025, 08:00",Dead,South,,51.047770,-114.062274,,"10/22/25, 10:09 AM",,"11/7/25, 3:52 PM",,"11/7/25, 3:52 PM",,Calgary Urban Species Response Team,1,0,1,,Dark-eyed Junco,,08:00-8:59,Intact,,Yes,,DEJU,bc5d94cf-5083-4840-8790-5c54daf4b897,0,,,,,,,,-114.062,51.048
1170093,Anneb17,"2 Sep 2025, 07:00",Dead,East,,51.048997,-114.066978,,"9/2/25, 9:22 AM",,"11/7/25, 5:30 PM",,"11/7/25, 5:30 PM",,Calgary Urban Species Response Team,1,0,1,,,,07:00-7:59,Scavenged,,Yes,,Unkn,b1bb4939-9999-4122-acdb-27eef528fd41,0,,,,,,,,-114.067,51.049
1170094,Anneb17,"7 Nov 2025, 15:00",Dead,North,,51.047458,-114.066484,,"11/7/25, 5:30 PM",,"11/7/25, 5:31 PM",,"11/7/25, 5:31 PM",,Calgary Urban Species Response Team,1,0,1,,Unknown,,15:00-15:59,Scavenged,,Yes,,Unkn,abc4eaaa-9754-4d55-b2a1-02ad71cdbf07,0,,,,,,,,-114.066,51.047
1170095,cg.lovebirds,"2 Nov 2025, 09:00",No Birds Found,Unknown,,43.855384,-79.378657,,"11/2/25, 9:15 AM",cg.lovebirds,"11/8/25, 6:55 AM",cg.lovebirds,"11/8/25, 6:55 AM",,FLAP Canada,0,0,0,,,,09:00-9:59,,,,,,84445faa-47ec-4907-bf6f-4567ecf72adf,0,,,,,,,,-79.379,43.855
1170096,BLT2000,"8 Nov 2025, 07:00",Dead,South,,43.853902,-79.335527,,"11/8/25, 7:10 AM",BLT2000,"11/8/25, 7:11 AM",BLT2000,"11/8/25, 7:11 AM",,FLAP Canada,1,0,1,,Black-capped Chickadee,252303,07:00-7:59,Intact,,Yes,,,9c81b4ff-bd93-4a28-90af-ba791e672726,0,,,,,,,,-79.336,43.854
1170097,BLT2000,"8 Nov 2025, 07:00",Dead,North,,43.854083,-79.335848,,"11/8/25, 7:19 AM",BLT2000,"11/8/25, 7:20 AM",BLT2000,"11/8/25, 7:20 AM",,FLAP Canada,1,0,1,,Dark-eyed Junco,252311,07:00-7:59,Intact,,Yes,,,0ed378bd-674e-4374-b19b-942763a146db,0,,,,,,,,-79.336,43.854
1170098,BLT2000,"8 Nov 2025, 07:00",Dead,West,,43.853644,-79.336407,,"11/8/25, 7:22 AM",BLT2000,"11/8/25, 7:23 AM",BLT2000,"11/8/25, 7:23 AM",,FLAP Canada,1,0,1,,Unknown,,07:00-7:59,Crushed,,No,,,e91ef6dd-bcc2-4621-943b-7e617dedcd61,0,,,,,,,,-79.336,43.854
1170099,BLT2000,"8 Nov 2025, 07:00",Dead,Southeast,,43.846430,-79.365802,,"11/8/25, 7:45 AM",BLT2000,"11/8/25, 7:46 AM",BLT2000,"11/8/25, 7:46 AM",,FLAP Canada,1,0,1,,Fox Sparrow,252310,07:00-7:59,Intact,,Yes,,,77c28238-22be-4872-9740-6e5bd9518d85,0,,,,,,,,-79.366,43.846
1170100,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.847808,-79.383902,,"11/8/25, 8:01 AM",cg.lovebirds,"11/8/25, 8:02 AM",cg.lovebirds,"11/8/25, 8:02 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,6fbec359-ef98-42be-9970-15909a95cf45,0,,,,,,,,-79.384,43.848
1170101,BLT2000,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.854465,-79.368720,,"11/8/25, 8:05 AM",BLT2000,"11/8/25, 8:06 AM",BLT2000,"11/8/25, 8:06 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,b627cbf7-0901-48f1-80b0-68a0159dc3a6,0,,,,,,,,-79.369,43.854
1170102,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.844076,-79.379559,,"11/8/25, 8:11 AM",cg.lovebirds,"11/8/25, 8:13 AM",cg.lovebirds,"11/8/25, 8:13 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,eaea770b-9385-4865-886a-779c014235da,0,,,,,,,,-79.38,43.844
1170103,sohailien,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.702559,-79.353132,,"11/8/25, 8:14 AM",sohailien,"11/8/25, 8:14 AM",sohailien,"11/8/25, 8:14 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,066b29b3-3df2-4a32-83ef-0f1ca1e9753f,0,,,,,,,,-79.353,43.703
1170104,BLT2000,"8 Nov 2025, 08:00",Dead,Northeast,,43.856239,-79.348670,,"11/8/25, 8:13 AM",BLT2000,"11/8/25, 8:14 AM",BLT2000,"11/8/25, 8:14 AM",,FLAP Canada,1,0,1,,American Robin,252309,08:00-8:59,Intact,,Yes,,,7c528ac0-0e1a-440b-a957-5c94d2c44009,0,,,,,,,,-79.349,43.856
1170105,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.842024,-79.378505,,"11/8/25, 8:19 AM",cg.lovebirds,"11/8/25, 8:19 AM",cg.lovebirds,"11/8/25, 8:19 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,9c00bcc6-8feb-4b72-a438-d794d27f41e4,0,,,,,,,,-79.379,43.842
1170106,BLT2000,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.856877,-79.347613,,"11/8/25, 8:21 AM",BLT2000,"11/8/25, 8:21 AM",BLT2000,"11/8/25, 8:21 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,574d53da-028c-47cc-a95e-afd034fdbf82,0,,,,,,,,-79.348,43.857
1170107,sohailien,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.707361,-79.342655,,"11/8/25, 8:24 AM",sohailien,"11/8/25, 8:25 AM",sohailien,"11/8/25, 8:25 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,2dbe590a-1970-4f3c-bc36-a75b3f554661,0,,,,,,,,-79.343,43.707
1170108,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.840510,-79.373763,,"11/8/25, 8:27 AM",cg.lovebirds,"11/8/25, 8:27 AM",cg.lovebirds,"11/8/25, 8:27 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,f4ab89cb-8938-45d0-bed2-1cf752fa6c3e,0,,,,,,,,-79.374,43.841
1170109,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.839189,-79.378143,,"11/8/25, 8:35 AM",cg.lovebirds,"11/8/25, 8:36 AM",cg.lovebirds,"11/8/25, 8:36 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,3c21b6e1-42e5-4f2a-aa83-f619b092e285,0,,,,,,,,-79.378,43.839
1170110,BLT2000,"8 Nov 2025, 08:00",Dead,East,,43.849177,-79.336714,,"11/8/25, 8:41 AM",BLT2000,"11/8/25, 8:42 AM",BLT2000,"11/8/25, 8:42 AM",,FLAP Canada,1,0,1,,Downy Woodpecker,252308,08:00-8:59,Intact,,Yes,,,439128b1-9619-47e0-89f0-f3344d02a85c,0,,,,,,,,-79.337,43.849
1170111,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.839189,-79.378143,,"11/8/25, 8:35 AM",cg.lovebirds,"11/8/25, 8:42 AM",cg.lovebirds,"11/8/25, 8:42 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,f6b7530e-b2cc-40b7-bfb8-2aba6826f195,0,,,,,,,,-79.378,43.839
1170112,sohailien,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.728682,-79.329531,,"11/8/25, 8:48 AM",sohailien,"11/8/25, 8:48 AM",sohailien,"11/8/25, 8:48 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,42f99ed4-91ba-4716-8431-71360bbdb4ca,0,,,,,,,,-79.33,43.729
1170113,sohailien,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.728977,-79.328915,,"11/8/25, 8:48 AM",sohailien,"11/8/25, 8:49 AM",sohailien,"11/8/25, 8:49 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,3e18a6ef-7109-44e1-a732-7dd9fea031c2,0,,,,,,,,-79.329,43.729
1170114,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.839189,-79.378143,,"11/8/25, 8:35 AM",cg.lovebirds,"11/8/25, 8:49 AM",cg.lovebirds,"11/8/25, 8:49 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,58e00b76-ba5b-4f1f-881c-5dd4110acdfa,0,,,,,,,,-79.378,43.839
1170115,sohailien,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.730627,-79.329362,,"11/8/25, 8:49 AM",sohailien,"11/8/25, 8:49 AM",sohailien,"11/8/25, 8:49 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,2aca892b-8b9a-410a-946a-3a4ab250d193,0,,,,,,,,-79.329,43.731
1170116,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.839813,-79.376887,,"11/8/25, 8:41 AM",cg.lovebirds,"11/8/25, 8:49 AM",cg.lovebirds,"11/8/25, 8:49 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,bf17870e-9c4a-43d4-8754-2031f9ac77f4,0,,,,,,,,-79.377,43.84
1170117,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.840673,-79.377449,,"11/8/25, 8:49 AM",cg.lovebirds,"11/8/25, 8:49 AM",cg.lovebirds,"11/8/25, 8:49 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,bee3cc59-0722-4fc9-bb7f-86453006099e,0,,,,,,,,-79.377,43.841
1170118,username not found,"8 Nov 2025, 08:00",Dead,Northeast,,43.655726,-79.391216,,"11/8/25, 8:56 AM",,"11/8/25, 8:58 AM",,"11/8/25, 8:58 AM",,,1,0,1,,false,,08:00-8:59,Crushed,,No,,,623e4116-1c4c-434f-83f5-cd6626d948ae,0,,,,,,,,-79.391,43.656
1170119,cg.lovebirds,"8 Nov 2025, 08:00",No Birds Found,Unknown,,43.838838,-79.381585,,"11/8/25, 8:58 AM",cg.lovebirds,"11/8/25, 8:58 AM",cg.lovebirds,"11/8/25, 8:58 AM",,FLAP Canada,0,0,0,,,,08:00-8:59,,,,,,6bb9998c-86ab-469b-a858-909a39771923,0,,,,,,,,-79.382,43.839
1170120,cg.lovebirds,"8 Nov 2025, 09:00",No Birds Found,Unknown,,43.839829,-79.381815,,"11/8/25, 9:04 AM",cg.lovebirds,"11/8/25, 9:05 AM",cg.lovebirds,"11/8/25, 9:05 AM",,FLAP Canada,0,0,0,,,,09:00-9:59,,,,,,0071a7c0-9873-4ace-87be-0131e40fb96c,0,,,,,,,,-79.382,43.84
1170121,cg.lovebirds,"8 Nov 2025, 09:00",No Birds Found,Unknown,,43.840030,-79.382793,,"11/8/25, 9:09 AM",cg.lovebirds,"11/8/25, 9:10 AM",cg.lovebirds,"11/8/25, 9:10 AM",,FLAP Canada,0,0,0,,,,09:00-9:59,,,,,,521d7784-6094-4bfe-8831-d8af58b2f19e,0,,,,,,,,-79.383,43.84
1170122,cg.lovebirds,"8 Nov 2025, 09:00",No Birds Found,Unknown, ,43.839787,-79.383976,,"11/8/25, 9:16 AM",cg.lovebirds,"11/8/25, 9:16 AM",cg.lovebirds,"11/8/25, 9:16 AM",,FLAP Canada,0,0,0,,,,09:00-9:59,,,,,,a2d3722b-cb1c-47d8-9e58-a481973f3c0b,0,,,,,,,,-79.384,43.84
1170123,cg.lovebirds,"8 Nov 2025, 09:00",No Birds Found,Unknown,,43.838886,-79.383341,,"11/8/25, 9:22 AM",cg.lovebirds,"11/8/25, 9:22 AM",cg.lovebirds,"11/8/25, 9:22 AM",,FLAP Canada,0,0,0,,,,09:00-9:59,,,,,,aba47700-7733-40da-8544-9a2681565c3b,0,,,,,,,,-79.383,43.839
1170124,cg.lovebirds,"8 Nov 2025, 09:00",Dead,Southwest,Very decomposed - pointed out by building worker who said bird blew to current location and was there about a week. He said he heard building might want to do something about windows. Gave him card and asked him to call if birds and look on www for info.,43.838716,-79.383470,,"11/8/25, 9:25 AM",cg.lovebirds,"11/8/25, 9:32 AM",cg.lovebirds,"11/8/25, 9:32 AM",,FLAP Canada,1,0,1,,Red-breasted Nuthatch,,09:00-9:59,Decayed,,No,,,fe42549d-0b5d-495b-8924-5d547f3963a3,0,,,,,,,,-79.383,43.839
1170125,cg.lovebirds,"8 Nov 2025, 09:00",No Birds Found,Unknown,,43.842936,-79.385462,,"11/8/25, 9:44 AM",cg.lovebirds,"11/8/25, 9:44 AM",cg.lovebirds,"11/8/25, 9:44 AM",,FLAP Canada,0,0,0,,,,09:00-9:59,,,,,,460f7747-7017-4ef4-83f5-d0053dadba8c,0,,,,,,,,-79.385,43.843
